id,clave,name
__export__.prodserv_10201960,10201960,Rosal vivo vision
__export__.prodserv_10201961,10201961,Rosal vivo vivaldi
__export__.prodserv_10201962,10201962,Rosal vivo whisper
__export__.prodserv_10202000,10202000,Rosales vivos multicolor rosados
__export__.prodserv_10202001,10202001,Rosal vivo attracta
__export__.prodserv_10202002,10202002,Rosal vivo boheme
__export__.prodserv_10202003,10202003,Rosal vivo carousel
__export__.prodserv_10202004,10202004,Rosal vivo cezanne
__export__.prodserv_10202005,10202005,Rosal vivo crazy one
__export__.prodserv_10202006,10202006,Rosal vivo dance valley
__export__.prodserv_10202007,10202007,Rosal vivo duett
__export__.prodserv_10202008,10202008,Rosal vivo esperance
__export__.prodserv_10202009,10202009,Rosal vivo fiesta
__export__.prodserv_10202010,10202010,Rosal vivo halloween
__export__.prodserv_10202011,10202011,Rosal vivo highlander
__export__.prodserv_10202012,10202012,Rosal vivo hot ambiance
__export__.prodserv_10202013,10202013,Rosal vivo la belle
__export__.prodserv_10202014,10202014,Rosal vivo laguna
__export__.prodserv_10202015,10202015,Rosal vivo latin ambiance
__export__.prodserv_10202016,10202016,Rosal vivo latin breeze
